WHOREGION,COUNTRY_AREA_TERRITORY,ISO_YEAR,ISO_WEEK,AGEGROUP_CODE,ILI_CASE,ILI_OUTPATIENTS,SARI_CASE,SARI_INPATIENTS
EUR,Spain,2021,17,All,0,0,802,0
EUR,Spain,2021,22,All,0,0,575,0
EUR,Spain,2021,27,All,0,0,437,0
EUR,Spain,2021,32,All,0,0,580,0
EUR,Spain,2021,37,All,0,0,302,0
EUR,Spain,2022,1,All,0,0,1331,0
EUR,Spain,2022,6,All,0,0,684,0
EUR,Spain,2022,11,All,0,0,595,0
EUR,Spain,2022,16,All,0,0,680,0
EUR,Spain,2022,21,All,0,0,730,0
EUR,Spain,2015,53,All,97,0,0,0
EUR,Spain,2016,4,All,1212,0,0,0
EUR,Spain,2016,9,All,1539,0,0,0
EUR,Spain,2016,14,All,339,0,0,0
EUR,Spain,2016,19,All,53,0,0,0
EUR,Spain,2016,44,All,83,0,0,0
EUR,Spain,2016,49,All,207,0,0,0
EUR,Spain,2017,43,All,69,0,0,0
EUR,Spain,2017,48,All,284,0,0,0
EUR,Spain,2018,1,All,1369,0,0,0
EUR,Spain,2018,6,All,1299,0,0,0
EUR,Spain,2018,11,All,339,0,0,0
EUR,Spain,2018,16,All,38,0,0,0
EUR,Spain,2018,41,All,37,0,0,0
EUR,Spain,2019,5,All,2082,0,0,0
EUR,Spain,2015,6,All,2357,0,0,0
EUR,Spain,2015,11,All,468,0,0,0
EUR,Spain,2015,16,All,66,0,0,0
EUR,Spain,2015,41,All,49,0,0,0
EUR,Spain,2015,46,All,91,0,0,0
EUR,Spain,2015,51,All,189,0,0,0
EUR,Spain,2016,2,All,390,0,0,0
EUR,Spain,2016,7,All,1461,0,0,0
EUR,Spain,2016,12,All,710,0,0,0
EUR,Spain,2016,17,All,116,0,0,0
EUR,Spain,2016,42,All,91,0,0,0
EUR,Spain,2016,47,All,268,0,0,0
EUR,Spain,2017,11,All,79,0,0,0
EUR,Spain,2017,16,All,25,0,0,0
EUR,Spain,2017,41,All,43,0,0,0
EUR,Spain,2017,46,All,158,0,0,0
EUR,Spain,2017,51,All,1039,0,0,0
EUR,Spain,2018,4,All,2153,0,0,0
EUR,Spain,2018,9,All,686,0,0,0
EUR,Spain,2018,14,All,102,0,0,0
EUR,Spain,2019,3,All,1765,0,0,0
EUR,Spain,2019,8,All,897,0,0,0
EUR,Spain,2019,13,All,67,0,0,0
EUR,Spain,2019,18,All,16,0,0,0
EUR,Spain,2019,43,All,71,0,0,0
EUR,Spain,2019,48,All,149,0,0,0
EUR,Spain,2021,1,All,0,0,874,0
EUR,Spain,2021,6,All,0,0,843,0
EUR,Spain,2021,11,All,0,0,547,0
EUR,Spain,2021,16,All,0,0,800,0
EUR,Spain,2021,21,All,0,0,655,0
EUR,Spain,2021,26,All,0,0,445,0
EUR,Spain,2021,31,All,0,0,726,0
EUR,Spain,2021,36,All,0,0,365,0
EUR,Spain,2021,41,All,0,0,419,0
EUR,Spain,2021,46,All,0,0,705,0
EUR,Spain,2021,51,All,0,0,1097,0
EUR,Spain,2023,3,All,0,0,1898,0
EUR,Spain,2023,8,All,0,0,2091,0
EUR,Spain,2023,13,All,0,0,0,0
EUR,Spain,2019,10,All,343,0,0,0
EUR,Spain,2019,15,All,59,0,0,0
EUR,Spain,2019,20,All,10,0,0,0
EUR,Spain,2019,40,All,38,0,0,0
EUR,Spain,2019,45,All,101,0,0,0
EUR,Spain,2019,50,All,233,0,0,0
EUR,Spain,2020,3,All,1772,0,0,0
EUR,Spain,2020,8,All,812,0,0,0
EUR,Spain,2020,40,All,0,0,97,0
EUR,Spain,2020,45,All,0,0,351,0
EUR,Spain,2020,50,All,0,0,405,0
EUR,Spain,2021,4,All,0,0,1462,0
EUR,Spain,2021,9,All,0,0,536,0
EUR,Spain,2021,14,All,0,0,791,0
EUR,Spain,2021,19,All,0,0,626,0
EUR,Spain,2021,24,All,0,0,431,0
EUR,Spain,2021,29,All,0,0,759,0
EUR,Spain,2021,34,All,0,0,442,0
EUR,Spain,2021,39,All,0,0,350,0
EUR,Spain,2021,44,All,0,0,556,0
EUR,Spain,2021,49,All,0,0,844,0
EUR,Spain,2022,28,All,0,0,1018,0
EUR,Spain,2022,33,All,0,0,432,0
EUR,Spain,2022,38,All,0,0,513,0
EUR,Spain,2022,43,All,0,0,1354,0
EUR,Spain,2022,48,All,0,0,2141,0
EUR,Spain,2023,1,All,0,0,2498,0
EUR,Spain,2023,6,All,0,0,2031,0
EUR,Spain,2023,11,All,0,0,0,0
EUR,Spain,2023,16,All,0,0,0,0
EUR,Spain,2023,21,All,0,0,0,0
EUR,Spain,2023,26,All,0,0,0,0
EUR,Spain,2023,31,All,0,0,0,0
EUR,France,2009,28,All,0,0,0,0
EUR,France,2009,33,All,0,0,0,0
EUR,France,2009,38,All,0,0,0,0
EUR,France,2009,43,All,0,0,0,0
EUR,France,2009,48,All,0,0,0,0
EUR,France,2009,53,All,0,0,0,0
EUR,Spain,2021,42,All,0,0,494,0
EUR,Spain,2021,47,All,0,0,753,0
EUR,Spain,2021,52,All,0,0,1315,0
EUR,Spain,2022,5,All,0,0,788,0
EUR,Spain,2022,10,All,0,0,560,0
EUR,Spain,2022,15,All,0,0,632,0
EUR,Spain,2022,20,All,0,0,753,0
EUR,Spain,2022,25,All,0,0,877,0
EUR,Spain,2022,30,All,0,0,630,0
EUR,Spain,2022,35,All,0,0,453,0
EUR,Spain,2022,40,All,0,0,1235,0
EUR,Spain,2022,45,All,0,0,1749,0
EUR,Spain,2022,50,All,0,0,2321,0
EUR,Spain,2023,9,All,0,0,1692,0
EUR,Spain,2023,14,All,0,0,0,0
EUR,Spain,2023,19,All,0,0,0,0
EUR,Spain,2023,24,All,0,0,0,0
EUR,Spain,2023,29,All,0,0,0,0
EUR,Spain,2023,34,All,0,0,0,0
EUR,France,2010,5,All,0,0,0,0
EUR,France,2010,10,All,0,0,0,0
EUR,France,2010,15,All,0,0,0,0
EUR,France,2010,40,All,0,0,0,0
EUR,France,2010,45,All,0,0,0,0
EUR,France,2010,50,All,0,0,0,0
EUR,Spain,2021,30,All,0,0,795,0
EUR,Spain,2021,35,All,0,0,431,0
EUR,Spain,2021,40,All,0,0,452,0
EUR,Spain,2021,45,All,0,0,701,0
EUR,Spain,2021,50,All,0,0,939,0
EUR,Spain,2022,3,All,0,0,1052,0
EUR,Spain,2022,8,All,0,0,552,0
EUR,Spain,2022,13,All,0,0,628,0
EUR,Spain,2022,18,All,0,0,855,0
EUR,Spain,2022,23,All,0,0,759,0
EUR,Spain,2023,2,All,0,0,2232,0
EUR,Spain,2023,7,All,0,0,2053,0
EUR,Spain,2023,12,All,0,0,0,0
EUR,Spain,2023,17,All,0,0,0,0
EUR,Spain,2023,22,All,0,0,0,0
EUR,Spain,2023,27,All,0,0,0,0
EUR,Spain,2023,32,All,0,0,0,0
EUR,Spain,2023,37,All,0,0,0,0
EUR,France,2009,29,All,0,0,0,0
EUR,France,2009,34,All,0,0,0,0
EUR,France,2009,39,All,0,0,0,0
EUR,France,2009,44,All,0,0,0,0
EUR,France,2009,49,All,0,0,0,0
EUR,France,2010,3,All,0,0,0,0
EUR,France,2010,8,All,0,0,0,0
EUR,France,2010,13,All,0,0,0,0
EUR,France,2010,38,All,0,0,0,0
EUR,France,2010,43,All,0,0,0,0
EUR,France,2010,48,All,0,0,0,0
EUR,France,2011,42,All,0,0,0,0
EUR,France,2011,47,All,0,0,0,0
EUR,France,2011,52,All,0,0,0,0
EUR,France,2012,5,All,0,0,0,0
EUR,Spain,2021,3,All,0,0,1544,0
EUR,Spain,2021,8,All,0,0,567,0
EUR,Spain,2022,19,All,0,0,739,0
EUR,Spain,2022,24,All,0,0,829,0
EUR,Spain,2022,29,All,0,0,805,0
EUR,Spain,2022,34,All,0,0,484,0
EUR,Spain,2022,39,All,0,0,599,0
EUR,Spain,2022,44,All,0,0,1488,0
EUR,Spain,2022,49,All,0,0,2241,0
EUR,France,2010,9,All,0,0,0,0
EUR,France,2010,14,All,0,0,0,0
EUR,France,2010,39,All,0,0,0,0
EUR,France,2010,44,All,0,0,0,0
EUR,France,2010,49,All,0,0,0,0
EUR,France,2011,2,All,0,0,0,0
EUR,France,2011,7,All,0,0,0,0
EUR,France,2011,12,All,0,0,0,0
EUR,France,2012,1,All,0,0,0,0
EUR,France,2012,6,All,0,0,0,0
EUR,France,2012,11,All,0,0,0,0
EUR,France,2012,16,All,0,0,0,0
EUR,France,2012,41,All,0,0,0,0
EUR,Spain,2020,49,All,0,0,491,0
EUR,Spain,2022,2,All,0,0,1231,0
EUR,Spain,2022,7,All,0,0,658,0
EUR,Spain,2022,12,All,0,0,594,0
EUR,Spain,2022,17,All,0,0,738,0
EUR,Spain,2022,22,All,0,0,712,0
EUR,Spain,2022,27,All,0,0,948,0
EUR,Spain,2022,32,All,0,0,495,0
EUR,Spain,2022,37,All,0,0,453,0
EUR,Spain,2022,42,All,0,0,1380,0
EUR,Spain,2022,47,All,0,0,2000,0
EUR,Spain,2022,52,All,0,0,2383,0
EUR,Spain,2023,36,All,0,0,0,0
EUR,France,2010,2,All,0,0,0,0
EUR,France,2010,7,All,0,0,0,0
EUR,France,2010,12,All,0,0,0,0
EUR,France,2010,37,All,0,0,0,0
EUR,France,2010,42,All,0,0,0,0
EUR,France,2010,47,All,0,0,0,0
EUR,France,2010,52,All,0,0,0,0
EUR,France,2012,4,All,0,0,0,0
EUR,France,2012,9,All,0,0,0,0
EUR,France,2012,14,All,0,0,0,0
EUR,France,2012,39,All,0,0,0,0
EUR,France,2012,44,All,0,0,0,0
EUR,France,2012,49,All,0,0,0,0
EUR,France,2013,38,All,0,0,0,0
EUR,France,2013,43,All,0,0,0,0
EUR,France,2013,48,All,0,0,0,0
EUR,France,2014,1,All,0,0,0,0
EUR,France,2014,6,All,0,0,0,0
EUR,France,2014,11,All,0,0,0,0
EUR,France,2014,41,All,22485,0,0,0
EUR,Spain,2022,26,All,0,0,998,0
EUR,Spain,2022,31,All,0,0,605,0
EUR,Spain,2022,36,All,0,0,498,0
EUR,Spain,2022,41,All,0,0,1308,0
EUR,Spain,2022,46,All,0,0,1944,0
EUR,Spain,2022,51,All,0,0,2049,0
EUR,Spain,2023,4,All,0,0,1693,0
EUR,France,2009,31,All,0,0,0,0
EUR,France,2009,36,All,0,0,0,0
EUR,France,2009,41,All,0,0,0,0
EUR,France,2009,46,All,0,0,0,0
EUR,France,2009,51,All,0,0,0,0
EUR,France,2010,36,All,0,0,0,0
EUR,France,2010,41,All,0,0,0,0
EUR,France,2010,46,All,0,0,0,0
EUR,France,2010,51,All,0,0,0,0
EUR,France,2011,4,All,0,0,0,0
EUR,France,2011,9,All,0,0,0,0
EUR,France,2011,14,All,0,0,0,0
EUR,France,2011,39,All,0,0,0,0
EUR,France,2012,3,All,0,0,0,0
EUR,France,2012,8,All,0,0,0,0
EUR,France,2012,13,All,0,0,0,0
EUR,France,2012,38,All,0,0,0,0
EUR,France,2012,43,All,0,0,0,0
EUR,France,2012,48,All,0,0,0,0
EUR,France,2013,1,All,0,0,0,0
EUR,France,2013,6,All,0,0,0,0
EUR,France,2014,5,All,0,0,0,0
EUR,France,2014,10,All,0,0,0,0
EUR,France,2014,15,All,0,0,0,0
EUR,France,2014,40,All,16526,0,0,0
EUR,France,2014,45,All,16174,0,0,0
EUR,France,2014,50,All,42180,0,0,0
EUR,France,2011,44,All,0,0,0,0
EUR,France,2011,49,All,0,0,0,0
EUR,France,2012,2,All,0,0,0,0
EUR,France,2012,7,All,0,0,0,0
EUR,France,2012,12,All,0,0,0,0
EUR,France,2012,42,All,0,0,0,0
EUR,France,2012,47,All,0,0,0,0
EUR,France,2012,52,All,0,0,0,0
EUR,France,2013,11,All,0,0,0,0
EUR,France,2013,16,All,0,0,0,0
EUR,France,2013,41,All,0,0,0,0
EUR,France,2013,46,All,0,0,0,0
EUR,France,2013,51,All,0,0,0,0
EUR,France,2014,4,All,0,0,0,0
EUR,France,2014,9,All,0,0,0,0
EUR,France,2014,14,All,0,0,0,0
EUR,France,2015,6,All,533317,0,0,0
EUR,France,2015,11,All,99293,0,0,0
EUR,France,2016,2,All,44617,0,0,0
EUR,France,2016,7,All,207358,0,0,0
EUR,Spain,2021,13,All,0,0,754,0
EUR,Spain,2021,18,All,0,0,671,0
EUR,Spain,2021,23,All,0,0,551,0
EUR,Spain,2021,28,All,0,0,593,0
EUR,Spain,2021,33,All,0,0,491,0
EUR,Spain,2021,38,All,0,0,368,0
EUR,Spain,2021,43,All,0,0,569,0
EUR,Spain,2021,48,All,0,0,851,0
EUR,France,2014,46,All,14764,0,0,0
EUR,France,2015,3,All,153931,0,0,0
EUR,France,2015,8,All,409973,0,0,0
EUR,France,2015,13,All,49565,0,0,0
EUR,France,2015,38,All,8402,0,0,0
EUR,France,2016,4,All,148473,0,0,0
EUR,France,2016,9,All,229943,0,0,0
EUR,France,2016,14,All,92603,0,0,0
EUR,France,2017,3,All,267276,0,0,0
EUR,France,2017,8,All,29545,0,0,0
EUR,France,2017,13,All,7594,0,0,0
EUR,France,2017,38,All,11463,0,0,0
EUR,France,2017,43,All,7300,0,0,0
EUR,France,2017,48,All,37568,0,0,0
EUR,Spain,2023,18,All,0,0,0,0
EUR,Spain,2023,23,All,0,0,0,0
EUR,Spain,2023,28,All,0,0,0,0
EUR,Spain,2023,33,All,0,0,0,0
EUR,Spain,2023,38,All,0,0,0,0
EUR,France,2009,30,All,0,0,0,0
EUR,France,2009,35,All,0,0,0,0
EUR,Spain,2023,5,All,0,0,1864,0
EUR,Spain,2023,10,All,0,0,0,0
EUR,France,2009,40,All,0,0,0,0
EUR,France,2009,45,All,0,0,0,0
EUR,France,2009,50,All,0,0,0,0
EUR,France,2010,4,All,0,0,0,0
EUR,France,2011,3,All,0,0,0,0
EUR,France,2011,8,All,0,0,0,0
EUR,France,2011,13,All,0,0,0,0
EUR,France,2011,38,All,0,0,0,0
EUR,France,2011,43,All,0,0,0,0
EUR,France,2011,48,All,0,0,0,0
EUR,France,2013,5,All,0,0,0,0
EUR,France,2013,10,All,0,0,0,0
EUR,France,2013,15,All,0,0,0,0
EUR,France,2013,35,All,1,0,0,0
EUR,France,2013,40,All,0,0,0,0
EUR,France,2013,45,All,0,0,0,0
EUR,France,2013,50,All,0,0,0,0
EUR,France,2014,39,All,8584,0,0,0
EUR,France,2014,44,All,15499,0,0,0
EUR,France,2014,49,All,33538,0,0,0
EUR,France,2015,41,All,13585,0,0,0
EUR,France,2015,46,All,12599,0,0,0
EUR,France,2015,51,All,29080,0,0,0
EUR,France,2016,12,All,272174,0,0,0
EUR,France,2016,17,All,12887,0,0,0
EUR,France,2016,37,All,4065,0,0,0
EUR,France,2016,42,All,12920,0,0,0
EUR,France,2016,47,All,22270,0,0,0
EUR,France,2016,52,All,224489,0,0,0
EUR,France,2017,5,All,193677,0,0,0
EUR,France,2017,10,All,11802,0,0,0
EUR,France,2017,15,All,311,0,0,0
EUR,France,2018,4,All,175483,0,0,0
EUR,France,2018,9,All,108545,0,0,0
EUR,France,2018,14,All,22666,0,0,0
EUR,France,2018,39,All,7174,0,0,0
EUR,France,2018,44,All,6586,0,0,0
EUR,Spain,2023,15,All,0,0,0,0
EUR,Spain,2023,20,All,0,0,0,0
EUR,Spain,2023,25,All,0,0,0,0
EUR,Spain,2023,30,All,0,0,0,0
EUR,Spain,2023,35,All,0,0,0,0
EUR,France,2009,32,All,0,0,0,0
EUR,France,2009,37,All,0,0,0,0
EUR,France,2009,42,All,0,0,0,0
EUR,France,2009,47,All,0,0,0,0
EUR,France,2009,52,All,0,0,0,0
EUR,France,2010,1,All,0,0,0,0
EUR,France,2010,6,All,0,0,0,0
EUR,France,2010,11,All,0,0,0,0
EUR,France,2011,5,All,0,0,0,0
EUR,France,2011,10,All,0,0,0,0
EUR,France,2011,15,All,0,0,0,0
EUR,France,2011,40,All,0,0,0,0
EUR,France,2011,45,All,0,0,0,0
EUR,France,2011,50,All,0,0,0,0
EUR,France,2012,10,All,0,0,0,0
EUR,France,2012,15,All,0,0,0,0
EUR,France,2013,4,All,0,0,0,0
EUR,France,2013,9,All,0,0,0,0
EUR,France,2013,14,All,0,0,0,0
EUR,France,2013,34,All,1,0,0,0
EUR,France,2013,39,All,0,0,0,0
EUR,France,2013,44,All,0,0,0,0
EUR,France,2013,49,All,0,0,0,0
EUR,France,2015,1,All,70961,0,0,0
EUR,France,2017,4,All,256428,0,0,0
EUR,France,2017,9,All,13111,0,0,0
EUR,France,2017,14,All,1134,0,0,0
EUR,France,2017,39,All,14949,0,0,0
EUR,France,2017,44,All,8544,0,0,0
EUR,France,2017,49,All,63789,0,0,0
EUR,France,2018,38,All,7349,0,0,0
EUR,France,2018,43,All,6550,0,0,0
EUR,France,2018,48,All,19501,0,0,0
EUR,France,2019,1,All,50295,0,0,0
EUR,France,2019,6,All,394286,0,0,0
EUR,France,2019,11,All,31550,0,0,0
EUR,France,2013,2,All,0,0,0,0
EUR,France,2013,7,All,0,0,0,0
EUR,France,2013,12,All,0,0,0,0
EUR,France,2013,42,All,0,0,0,0
EUR,France,2017,1,All,255535,0,0,0
EUR,France,2017,6,All,93628,0,0,0
EUR,France,2017,11,All,7814,0,0,0
EUR,France,2017,41,All,12434,0,0,0
EUR,France,2017,46,All,13398,0,0,0
EUR,France,2017,51,All,229448,0,0,0
EUR,France,2019,3,All,147063,0,0,0
EUR,France,2019,8,All,172604,0,0,0
EUR,France,2019,13,All,16696,0,0,0
EUR,France,2019,38,All,4897,0,0,0
EUR,France,2019,43,All,9487,0,0,0
EUR,France,2019,48,All,22367,0,0,0
EUR,France,2011,1,All,0,0,0,0
EUR,France,2011,6,All,0,0,0,0
EUR,France,2011,11,All,0,0,0,0
EUR,France,2011,41,All,0,0,0,0
EUR,France,2011,46,All,0,0,0,0
EUR,France,2011,51,All,0,0,0,0
EUR,France,2012,40,All,0,0,0,0
EUR,France,2012,45,All,0,0,0,0
EUR,France,2012,50,All,0,0,0,0
EUR,France,2013,3,All,0,0,0,0
EUR,France,2013,8,All,0,0,0,0
EUR,France,2013,13,All,0,0,0,0
EUR,France,2014,2,All,0,0,0,0
EUR,France,2014,7,All,0,0,0,0
EUR,France,2014,12,All,0,0,0,0
EUR,France,2014,37,All,7715,0,0,0
EUR,France,2014,42,All,21651,0,0,0
EUR,France,2014,47,All,18159,0,0,0
EUR,France,2014,52,All,63170,0,0,0
EUR,France,2015,4,All,292160,0,0,0
EUR,France,2015,9,All,238948,0,0,0
EUR,France,2015,14,All,31630,0,0,0
EUR,France,2015,39,All,8595,0,0,0
EUR,France,2015,44,All,14596,0,0,0
EUR,France,2015,49,All,21479,0,0,0
EUR,France,2016,5,All,178963,0,0,0
EUR,France,2016,10,All,261822,0,0,0
EUR,France,2016,15,All,48441,0,0,0
EUR,France,2016,40,All,13379,0,0,0
EUR,France,2016,45,All,15957,0,0,0
EUR,France,2016,50,All,126570,0,0,0
EUR,France,2018,2,All,198079,0,0,0
EUR,France,2018,7,All,141138,0,0,0
EUR,France,2018,12,All,52073,0,0,0
EUR,France,2018,37,All,4915,0,0,0
EUR,France,2018,42,All,7787,0,0,0
EUR,France,2018,47,All,15949,0,0,0
EUR,France,2018,52,All,37903,0,0,0
EUR,France,2019,41,All,7122,0,0,0
EUR,France,2019,46,All,16030,0,0,0
EUR,France,2013,47,All,0,0,0,0
EUR,France,2013,52,All,0,0,0,0
EUR,France,2014,51,All,45348,0,0,0
EUR,France,2015,43,All,16749,0,0,0
EUR,France,2015,48,All,16428,0,0,0
EUR,France,2015,53,All,24835,0,0,0
EUR,France,2016,39,All,10598,0,0,0
EUR,France,2016,44,All,15145,0,0,0
EUR,France,2018,1,All,235493,0,0,0
EUR,France,2019,5,All,355785,0,0,0
EUR,France,2019,10,All,49742,0,0,0
EUR,France,2019,40,All,8505,0,0,0
EUR,France,2019,45,All,10138,0,0,0
EUR,France,2019,50,All,34223,0,0,0
EUR,France,2020,49,All,10018,0,0,0
EUR,France,2021,3,All,16065,0,0,0
EUR,France,2021,8,All,14790,0,0,0
EUR,France,2021,13,All,18118,0,0,0
EUR,France,2021,33,All,10392,0,0,0
EUR,France,2021,38,All,15614,0,0,0
EUR,France,2021,43,All,27040,0,0,0
EUR,France,2012,46,All,0,0,0,0
EUR,France,2012,51,All,0,0,0,0
EUR,France,2014,3,All,0,0,0,0
EUR,France,2014,8,All,0,0,0,0
EUR,France,2014,13,All,0,0,0,0
EUR,France,2014,38,All,10569,0,0,0
EUR,France,2014,43,All,16012,0,0,0
EUR,France,2014,48,All,28156,0,0,0
EUR,France,2015,5,All,457910,0,0,0
EUR,France,2015,10,All,143929,0,0,0
EUR,France,2015,15,All,22206,0,0,0
EUR,France,2015,40,All,13100,0,0,0
EUR,France,2015,45,All,13577,0,0,0
EUR,France,2015,50,All,25043,0,0,0
EUR,France,2016,1,All,42263,0,0,0
EUR,France,2016,6,All,196143,0,0,0
EUR,France,2016,11,All,304543,0,0,0
EUR,France,2016,16,All,25076,0,0,0
EUR,France,2016,41,All,13909,0,0,0
EUR,France,2016,46,All,20816,0,0,0
EUR,France,2016,51,All,187704,0,0,0
EUR,France,2017,40,All,12725,0,0,0
EUR,France,2017,45,All,14035,0,0,0
EUR,France,2017,50,All,129535,0,0,0
EUR,France,2018,3,All,178329,0,0,0
EUR,France,2018,8,All,131870,0,0,0
EUR,France,2018,13,All,32692,0,0,0
EUR,France,2019,2,All,75548,0,0,0
EUR,France,2019,7,All,307338,0,0,0
EUR,France,2019,12,All,22217,0,0,0
EUR,France,2019,37,All,3172,0,0,0
EUR,France,2019,42,All,7747,0,0,0
EUR,France,2019,47,All,18669,0,0,0
EUR,France,2019,52,All,28135,0,0,0
EUR,France,2021,5,All,15731,0,0,0
EUR,France,2021,10,All,14874,0,0,0
EUR,France,2021,15,All,14060,0,0,0
EUR,France,2021,35,All,12609,0,0,0
EUR,France,2021,40,All,26286,0,0,0
EUR,France,2021,45,All,20364,0,0,0
EUR,France,2021,50,All,38117,0,0,0
EUR,France,2019,51,All,29786,0,0,0
EUR,France,2020,4,All,122331,0,0,0
EUR,France,2020,9,All,110696,0,0,0
EUR,France,2020,14,All,0,0,0,0
EUR,France,2020,19,All,0,0,0,0
EUR,France,2020,24,All,0,0,0,0
EUR,France,2020,29,All,0,0,0,0
EUR,France,2020,34,All,4545,0,0,0
EUR,France,2020,39,All,15447,0,0,0
EUR,France,2020,44,All,34572,0,0,0
EUR,France,2021,34,All,13081,0,0,0
EUR,France,2021,39,All,22155,0,0,0
EUR,France,2021,44,All,18999,0,0,0
EUR,France,2021,49,All,40168,0,0,0
EUR,France,2022,2,All,55920,0,0,0
EUR,France,2022,7,All,34882,0,0,0
EUR,France,2022,12,All,166224,0,0,0
EUR,France,2022,17,All,27941,0,0,0
EUR,France,2022,32,All,12222,0,0,0
EUR,France,2022,37,All,21395,0,0,0
EUR,France,2023,1,All,121773,0,0,0
EUR,France,2023,9,All,62062,0,0,0
EUR,France,2020,27,All,0,0,0,0
EUR,France,2020,32,All,2738,0,0,0
EUR,France,2020,37,All,13040,0,0,0
EUR,France,2020,42,All,30010,0,0,0
EUR,France,2020,47,All,11238,0,0,0
EUR,France,2020,52,All,10881,0,0,0
EUR,France,2021,1,All,15940,0,0,0
EUR,France,2021,6,All,16764,0,0,0
EUR,France,2021,11,All,18986,0,0,0
EUR,France,2021,31,All,18855,0,0,0
EUR,France,2021,36,All,10289,0,0,0
EUR,France,2021,41,All,25043,0,0,0
EUR,France,2021,46,All,30059,0,0,0
EUR,France,2021,51,All,41698,0,0,0
EUR,France,2022,15,All,100806,0,0,0
EUR,France,2022,35,All,9283,0,0,0
EUR,France,2022,40,All,41927,0,0,0
EUR,France,2022,45,All,45306,0,0,0
EUR,France,2022,50,All,234143,0,0,0
EUR,France,2023,3,All,69570,0,0,0
EUR,Greece,2009,37,All,50,0,0,0
EUR,Greece,2009,47,All,683,0,0,0
EUR,Greece,2010,1,All,206,0,0,0
EUR,France,2015,2,All,104095,0,0,0
EUR,France,2015,7,All,517749,0,0,0
EUR,France,2015,12,All,70023,0,0,0
EUR,France,2015,37,All,8817,0,0,0
EUR,France,2015,42,All,18675,0,0,0
EUR,France,2015,47,All,14959,0,0,0
EUR,France,2015,52,All,19495,0,0,0
EUR,France,2016,3,All,75277,0,0,0
EUR,France,2016,8,All,195067,0,0,0
EUR,France,2016,13,All,170654,0,0,0
EUR,France,2016,38,All,5969,0,0,0
EUR,France,2016,43,All,9378,0,0,0
EUR,France,2016,48,All,40502,0,0,0
EUR,France,2017,47,All,24972,0,0,0
EUR,France,2017,52,All,299114,0,0,0
EUR,France,2018,5,All,157839,0,0,0
EUR,France,2018,10,All,93512,0,0,0
EUR,France,2018,15,All,16440,0,0,0
EUR,France,2018,40,All,7409,0,0,0
EUR,France,2018,45,All,11065,0,0,0
EUR,France,2018,50,All,27781,0,0,0
EUR,France,2019,14,All,14313,0,0,0
EUR,France,2019,39,All,7091,0,0,0
EUR,France,2019,44,All,7822,0,0,0
EUR,France,2019,49,All,25660,0,0,0
EUR,France,2020,2,All,53614,0,0,0
EUR,France,2020,7,All,183610,0,0,0
EUR,France,2020,12,All,0,0,0,0
EUR,France,2020,17,All,0,0,0,0
EUR,France,2020,22,All,0,0,0,0
EUR,France,2021,7,All,15533,0,0,0
EUR,France,2021,12,All,22501,0,0,0
EUR,France,2021,32,All,15586,0,0,0
EUR,France,2021,37,All,13673,0,0,0
EUR,France,2021,42,All,28343,0,0,0
EUR,France,2021,47,All,36598,0,0,0
EUR,France,2021,52,All,54349,0,0,0
EUR,France,2022,5,All,62970,0,0,0
EUR,France,2022,10,All,87904,0,0,0
EUR,France,2023,4,All,74901,0,0,0
EUR,France,2023,7,All,89851,0,0,0
EUR,France,2023,12,All,72750,0,0,0
EUR,France,2023,17,All,30977,0,0,0
EUR,Greece,2010,2,All,74,0,0,0
EUR,Greece,2010,12,All,76,0,0,0
EUR,Greece,2010,17,All,66,0,0,0
EUR,Greece,2010,22,All,93,0,0,0
EUR,Greece,2010,27,All,14,0,0,0
EUR,Greece,2010,32,All,19,0,0,0
EUR,France,2016,49,All,76390,0,0,0
EUR,France,2017,2,All,260588,0,0,0
EUR,France,2017,7,All,59590,0,0,0
EUR,France,2017,12,All,8780,0,0,0
EUR,France,2017,37,All,9715,0,0,0
EUR,France,2017,42,All,9966,0,0,0
EUR,France,2021,48,All,41842,0,0,0
EUR,France,2022,42,All,47462,0,0,0
EUR,France,2022,47,All,96416,0,0,0
EUR,France,2022,52,All,155371,0,0,0
EUR,France,2023,8,All,76391,0,0,0
EUR,France,2023,13,All,64859,0,0,0
EUR,Greece,2009,39,All,0,0,0,0
EUR,Greece,2009,49,All,716,0,0,0
EUR,Greece,2010,3,All,182,0,0,0
EUR,Greece,2010,8,All,306,0,0,0
EUR,Greece,2010,13,All,58,0,0,0
EUR,Greece,2010,18,All,86,0,0,0
EUR,Greece,2010,23,All,35,0,0,0
EUR,Greece,2010,28,All,35,0,0,0
EUR,Greece,2011,2,All,261,0,0,0
EUR,Greece,2011,7,All,688,0,0,0
EUR,Greece,2011,12,All,122,0,0,0
EUR,Greece,2011,17,All,75,0,0,0
EUR,Greece,2011,22,All,56,0,0,0
EUR,Greece,2011,27,All,29,0,0,0
EUR,Greece,2011,32,All,4,0,0,0
EUR,Greece,2011,37,All,19,0,0,0
EUR,Greece,2011,42,All,47,0,0,0
EUR,Greece,2011,47,All,114,0,0,0
EUR,Greece,2011,52,All,27,0,0,0
EUR,France,2020,5,All,187957,0,0,0
EUR,France,2020,10,All,105659,0,0,0
EUR,France,2020,15,All,0,0,0,0
EUR,France,2020,20,All,0,0,0,0
EUR,France,2018,6,All,138810,0,0,0
